t_s,tv_s,vision_age_ms,held,pose_x_mm,pose_y_mm,pose_theta_rad,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,ref_omega_rad_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s,cmd_body_vx_mm_s,cmd_body_vy_mm_s
-0.2971,-0.2993,2.2,0,-972.5,-1510.2,1.5446,-972.6,-1510.3,1.5392,0.0,0.0,0.0000,-0.2,-0.1,-0.0217,-0.1,0.2
-0.2893,-0.2893,0.0,0,-972.5,-1509.9,1.5446,-972.6,-1510.3,1.5392,0.0,0.0,0.0000,-0.1,-1.2,-0.0218,-1.2,0.1
-0.2809,-0.2810,0.1,0,-972.4,-1510.6,1.5462,-972.6,-1510.3,1.5392,0.0,0.0,0.0000,-0.4,1.1,-0.0280,1.1,0.4
-0.2733,-0.2810,7.7,0,-972.4,-1510.6,1.5462,-972.6,-1510.3,1.5392,0.0,0.0,0.0000,-0.4,1.1,-0.0280,1.1,0.4
-0.2651,-0.2724,7.3,0,-972.1,-1510.9,1.5450,-972.6,-1510.3,1.5392,0.0,0.0,0.0000,-1.2,1.8,-0.0232,1.7,1.3
-0.2576,-0.2638,6.2,0,-972.7,-1510.6,1.5413,-972.6,-1510.3,1.5392,0.0,0.0,0.0000,0.4,0.9,-0.0085,0.9,-0.4
-0.2492,-0.2556,6.4,0,-972.2,-1510.2,1.5421,-972.6,-1510.3,1.5392,0.0,0.0,0.0000,-1.0,-0.2,-0.0118,-0.2,1.0
-0.2412,-0.2469,5.6,0,-972.4,-1510.5,1.5424,-972.6,-1510.3,1.5392,0.0,0.0,0.0000,-0.4,0.6,-0.0131,0.6,0.4
-0.2329,-0.2382,5.3,0,-972.6,-1510.1,1.5412,-972.6,-1510.3,1.5392,0.0,0.0,0.0000,-0.0,-0.6,-0.0081,-0.6,0.0
-0.2253,-0.2306,5.3,0,-972.6,-1510.6,1.5440,-972.6,-1510.3,1.5392,0.0,0.0,0.0000,0.2,1.1,-0.0192,1.1,-0.2
-0.2171,-0.2217,4.6,0,-972.7,-1510.7,1.5493,-972.6,-1510.3,1.5392,0.0,0.0,0.0000,0.3,1.4,-0.0405,1.4,-0.3
-0.2090,-0.2132,4.3,0,-973.3,-1510.0,1.5494,-972.6,-1510.3,1.5392,0.0,0.0,0.0000,2.2,-0.8,-0.0408,-0.8,-2.2
-0.2015,-0.2049,3.3,0,-972.7,-1510.7,1.5437,-972.6,-1510.3,1.5392,0.0,0.0,0.0000,0.4,1.1,-0.0183,1.1,-0.4
-0.1931,-0.1960,2.8,0,-972.6,-1510.5,1.5388,-972.6,-1510.3,1.5392,0.0,0.0,0.0000,0.2,0.6,0.0015,0.6,-0.2
-0.1847,-0.1880,3.3,0,-972.4,-1511.0,1.5429,-972.6,-1510.3,1.5392,0.0,0.0,0.0000,-0.4,2.3,-0.0150,2.3,0.5
-0.1770,-0.1795,2.4,0,-972.7,-1510.4,1.5418,-972.6,-1510.3,1.5392,0.0,0.0,0.0000,0.4,0.3,-0.0107,0.3,-0.4
-0.1691,-0.1705,1.4,0,-972.6,-1510.2,1.5472,-972.6,-1510.3,1.5392,0.0,0.0,0.0000,0.2,-0.3,-0.0323,-0.3,-0.3
-0.1611,-0.1624,1.2,0,-972.2,-1510.9,1.5606,-972.6,-1510.3,1.5392,0.0,0.0,0.0000,-1.0,1.8,-0.0857,1.8,1.0
